,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
224547,360071,0,Cash loans,F,Y,Y,0,126000.0,450000.0,27324.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14931,-329,-5666.0,-5021,18.0,1,1,0,1,0,0,,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 1,,0.6695898158478278,0.2366108235287817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,5.0,1.0,-2015.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
224571,360097,0,Cash loans,F,N,Y,1,270000.0,508495.5,27715.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.008625,-15711,-5541,-6333.0,-4538,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Self-employed,,0.5862087623744292,0.6848276586890367,0.101,0.0725,0.9851,0.7959999999999999,0.0946,0.08,0.0345,0.3333,0.375,0.0249,0.079,0.1105,0.0154,0.0363,0.1029,0.0753,0.9851,0.804,0.0954,0.0806,0.0345,0.3333,0.375,0.0255,0.0863,0.1151,0.0156,0.0384,0.102,0.0725,0.9851,0.7987,0.0952,0.08,0.0345,0.3333,0.375,0.0254,0.0804,0.1124,0.0155,0.037,reg oper account,block of flats,0.1264,Panel,No,0.0,0.0,0.0,0.0,-2283.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
224700,360259,0,Cash loans,F,N,N,1,90000.0,679500.0,24070.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.019101,-10679,-522,-3484.0,-3338,,1,1,1,1,0,0,Managers,3.0,2,2,SATURDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.5617503875109409,0.5670998872531385,0.7338145369642702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-2489.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
224850,360436,0,Cash loans,F,N,N,2,270000.0,697500.0,35743.5,697500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-17882,-5531,-10890.0,-1399,,1,1,0,1,0,1,,4.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,School,,0.7021154186416049,0.7992967832109371,0.0639,0.0569,0.9851,,,0.08,0.069,0.3333,,,,0.0662,,0.2343,0.0651,0.059,0.9851,,,0.0806,0.069,0.3333,,,,0.069,,0.2481,0.0645,0.0569,0.9851,,,0.08,0.069,0.3333,,,,0.0674,,0.2392,,block of flats,0.1031,"Stone, brick",No,10.0,0.0,10.0,0.0,-1707.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
224904,360506,0,Revolving loans,F,N,Y,0,90000.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.011703,-10131,-1295,-8565.0,-363,,1,1,0,1,0,0,HR staff,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 1,0.3374097038270461,0.6893309820288157,,0.1485,0.0838,0.9886,0.8436,0.0363,0.04,0.0345,0.3333,0.375,0.0562,0.121,0.0934,0.0,0.0,0.1513,0.087,0.9886,0.8497,0.0367,0.0403,0.0345,0.3333,0.375,0.0575,0.1322,0.0973,0.0,0.0,0.1499,0.0838,0.9886,0.8457,0.0366,0.04,0.0345,0.3333,0.375,0.0572,0.1231,0.0951,0.0,0.0,reg oper account,block of flats,0.0933,"Stone, brick",No,0.0,0.0,0.0,0.0,-1222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
225648,361365,0,Cash loans,F,N,Y,0,135000.0,180000.0,14350.5,180000.0,Other_B,State servant,Secondary / secondary special,Single / not married,House / apartment,0.04622,-10066,-3026,-4268.0,-2735,,1,1,1,1,1,0,High skill tech staff,1.0,1,1,SUNDAY,12,0,0,0,0,1,1,Military,0.2030832695131828,0.4403105723809472,0.4418358231994413,0.0412,,0.9891,0.8504,0.0072,0.0,0.069,0.1667,0.2083,0.0,0.0336,0.0455,0.0,0.0,0.042,,0.9891,0.8563,0.0073,0.0,0.069,0.1667,0.2083,0.0,0.0367,0.0474,0.0,0.0,0.0416,,0.9891,0.8524,0.0073,0.0,0.069,0.1667,0.2083,0.0,0.0342,0.0463,0.0,0.0,reg oper account,block of flats,0.0397,,No,0.0,0.0,0.0,0.0,-1767.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
226319,362140,0,Cash loans,F,N,Y,1,126000.0,339948.0,24174.0,315000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.014464,-13293,-1099,-6756.0,-5056,,1,1,1,1,0,0,Sales staff,2.0,2,2,SATURDAY,3,0,0,0,0,0,0,Business Entity Type 3,,0.3549503858130455,,0.0907,0.028,0.9742,0.6464,0.0172,0.0,0.1379,0.1667,0.2083,0.0772,0.074,0.0714,0.0,0.0,0.0924,0.029,0.9742,0.6602,0.0173,0.0,0.1379,0.1667,0.2083,0.079,0.0808,0.0743,0.0,0.0,0.0916,0.028,0.9742,0.6511,0.0173,0.0,0.1379,0.1667,0.2083,0.0786,0.0752,0.0726,0.0,0.0,reg oper account,block of flats,0.066,"Stone, brick",No,1.0,0.0,1.0,0.0,-759.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
226329,362153,0,Revolving loans,F,N,N,2,90000.0,270000.0,13500.0,270000.0,Children,Working,Secondary / secondary special,Civil marriage,With parents,0.030755,-11317,-826,-4961.0,-3869,,1,1,0,1,0,0,Laborers,4.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.2548596112656024,0.248535557339522,0.0247,,0.9881,,,,0.1034,0.0833,,,,0.0312,,,0.0252,,0.9881,,,,0.1034,0.0833,,,,0.0325,,,0.025,,0.9881,,,,0.1034,0.0833,,,,0.0317,,,,block of flats,0.039,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
226465,362316,0,Cash loans,F,N,Y,1,157500.0,297130.5,27382.5,256500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018801,-9888,-1178,-2976.0,-2369,,1,1,0,1,0,1,Accountants,3.0,2,2,SATURDAY,10,0,0,0,0,0,0,Bank,0.1657130213352918,0.1503105553038879,0.4276573700350293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
226752,362646,0,Cash loans,F,N,Y,0,292500.0,1125000.0,60070.5,1125000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,-11892,-462,-5820.0,-2295,,1,1,1,1,1,0,,1.0,1,1,SUNDAY,16,0,0,0,0,0,0,Other,0.6195947645664581,0.769168336934062,,0.3389,0.1655,0.9841,0.7824,0.0664,0.4,0.1724,0.625,0.5,0.021,0.2763,0.3644,0.0,0.0173,0.4569,0.1125,0.9846,0.7975,0.0,0.2417,0.1034,0.625,0.6667,0.0,0.3994,0.2639,0.0,0.0,0.3425,0.155,0.9846,0.792,0.0665,0.4,0.1724,0.625,0.6667,0.0218,0.2813,0.3711,0.0,0.0079,reg oper account,block of flats,0.2006,Panel,No,0.0,0.0,0.0,0.0,-1928.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
227596,363629,0,Cash loans,F,N,Y,0,157500.0,808650.0,23773.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010147,-16836,-527,-9301.0,-383,,1,1,1,1,0,0,Laborers,1.0,2,2,WEDNESDAY,15,0,0,0,0,1,1,Business Entity Type 3,0.3860286769374427,0.5353518806976991,0.4686596550493113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,0.0,-344.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,1.0
227882,363961,0,Cash loans,F,N,N,0,225000.0,1190340.0,63549.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.04622,-23136,-4417,-9085.0,-3944,,1,1,0,1,0,0,,2.0,1,1,MONDAY,14,0,1,1,0,0,0,Other,,0.5505504448757466,0.6642482627052363,0.2722,0.2265,0.9876,0.83,0.0609,0.28,0.2414,0.3333,0.375,0.0669,0.2185,0.2642,0.0154,0.032,0.2773,0.235,0.9876,0.8367,0.0615,0.282,0.2414,0.3333,0.375,0.0684,0.2388,0.2753,0.0156,0.0339,0.2748,0.2265,0.9876,0.8323,0.0613,0.28,0.2414,0.3333,0.375,0.068,0.2223,0.269,0.0155,0.0326,reg oper account,block of flats,0.2481,"Stone, brick",No,0.0,0.0,0.0,0.0,-354.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
228394,364552,1,Cash loans,M,Y,Y,1,135000.0,942300.0,36643.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-15376,-327,-9222.0,-3960,20.0,1,1,0,1,0,0,Cooking staff,2.0,2,2,MONDAY,10,0,0,0,0,1,1,Self-employed,,0.3046867600230064,0.5334816299804352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
228572,364747,0,Cash loans,M,N,N,1,130500.0,269550.0,17689.5,225000.0,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.018801,-11498,-323,-716.0,-3777,,1,1,1,1,0,0,,3.0,2,2,FRIDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.4984875580677159,0.0005272652387098,0.0619,0.0618,0.9796,0.7212,0.0165,0.0,0.1379,0.1667,0.2083,0.0855,0.0504,0.0517,0.0,0.0416,0.063,0.0642,0.9796,0.7321,0.0167,0.0,0.1379,0.1667,0.2083,0.0875,0.0551,0.0538,0.0,0.044,0.0625,0.0618,0.9796,0.7249,0.0166,0.0,0.1379,0.1667,0.2083,0.087,0.0513,0.0526,0.0,0.0424,reg oper account,block of flats,0.0497,Panel,No,0.0,0.0,0.0,0.0,-1521.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0
230860,367397,1,Cash loans,F,N,Y,0,157500.0,373500.0,15340.5,373500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-8223,-537,-890.0,-898,,1,1,0,1,0,1,Sales staff,2.0,3,3,FRIDAY,8,0,0,0,0,0,0,Trade: type 2,0.3232734793645752,0.3108595980082429,0.3201633668633456,0.0711,0.0762,0.9831,0.7688,0.0093,0.0,0.1379,0.1667,0.0,0.0715,0.0572,0.064,0.0039,0.0078,0.0725,0.0791,0.9831,0.7779,0.0094,0.0,0.1379,0.1667,0.0,0.0731,0.0624,0.0667,0.0039,0.0083,0.0718,0.0762,0.9831,0.7719,0.0094,0.0,0.1379,0.1667,0.0,0.0727,0.0581,0.0652,0.0039,0.008,reg oper account,block of flats,0.052,Panel,No,0.0,0.0,0.0,0.0,-391.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
231252,367853,0,Cash loans,F,N,Y,0,292500.0,1219500.0,68224.5,1219500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018209,-19056,-8153,-9352.0,-2598,,1,1,1,1,1,0,,2.0,3,3,WEDNESDAY,12,0,0,0,0,0,0,Other,0.7719991429348068,0.3673101756408844,,0.1598,0.1182,0.9836,,,0.16,0.1379,0.3333,,0.0536,,0.1609,,0.0037,0.1628,0.1226,0.9836,,,0.1611,0.1379,0.3333,,0.0549,,0.1677,,0.004,0.1613,0.1182,0.9836,,,0.16,0.1379,0.3333,,0.0546,,0.1638,,0.0038,,block of flats,0.14,"Stone, brick",No,0.0,0.0,0.0,0.0,-1117.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
231288,367904,0,Cash loans,F,N,N,0,90000.0,61128.0,6390.0,54000.0,Family,Pensioner,Secondary / secondary special,Separated,House / apartment,0.035792,-22280,365243,-6047.0,-4102,,1,0,0,1,1,0,,1.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.3517176646619647,0.6127042441012546,0.0165,0.0,0.9727,,,0.0,0.069,0.0417,,0.0066,,0.0081,,0.0159,0.0168,0.0,0.9727,,,0.0,0.069,0.0417,,0.0068,,0.0084,,0.0168,0.0167,0.0,0.9727,,,0.0,0.069,0.0417,,0.0067,,0.0083,,0.0162,,block of flats,0.0098,Block,No,1.0,1.0,1.0,1.0,-1966.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
231641,368307,0,Cash loans,M,N,Y,0,450000.0,675000.0,26284.5,675000.0,Family,Working,Incomplete higher,Civil marriage,House / apartment,0.026392,-11082,-1630,-2839.0,-3583,,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,16,0,0,0,0,1,1,Business Entity Type 3,,0.6689363634246607,0.7922644738669378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-366.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
231872,368571,0,Cash loans,F,N,Y,0,180000.0,868797.0,39388.5,702000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.04622,-16707,-2956,-9861.0,-25,,1,1,0,1,0,0,Laborers,2.0,1,1,TUESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.7184967494897773,0.4476250487451785,0.7544061731797895,0.0041,0.0,0.9791,0.7144,0.0,0.0,0.0345,0.0,0.0417,0.044,0.0034,0.0031,0.0,0.0,0.0042,0.0,0.9791,0.7256,0.0,0.0,0.0345,0.0,0.0417,0.045,0.0037,0.0033,0.0,0.0,0.0042,0.0,0.9791,0.7182,0.0,0.0,0.0345,0.0,0.0417,0.0448,0.0034,0.0032,0.0,0.0,reg oper account,block of flats,0.0025,"Stone, brick",No,0.0,0.0,0.0,0.0,-289.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
231930,368642,0,Cash loans,F,N,Y,0,103500.0,760131.0,24651.0,634500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.04622,-22585,-5531,-11011.0,-4286,,1,1,0,1,0,0,Core staff,1.0,1,1,THURSDAY,15,0,0,0,0,0,0,Postal,,0.7429986816553553,0.6528965519806539,0.0495,0.0488,0.9747,0.6532,0.0041,0.0,0.1034,0.125,0.0417,,0.0403,0.0396,,,0.0504,0.0507,0.9747,0.6668,0.0042,0.0,0.1034,0.125,0.0417,,0.0441,0.0412,,,0.05,0.0488,0.9747,0.6578,0.0042,0.0,0.1034,0.125,0.0417,,0.041,0.0403,,,,,0.0311,"Stone, brick",No,0.0,0.0,0.0,0.0,-296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
232858,369700,0,Cash loans,F,N,Y,0,157500.0,990432.0,32863.5,855000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-10123,-1630,-2760.0,-1170,,1,1,0,1,0,1,,2.0,2,2,WEDNESDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.5585750458180215,0.4289462670951701,0.4118485559242397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1327.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
233352,370285,1,Cash loans,M,N,N,2,99000.0,450000.0,47749.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008625,-12708,-1109,-5364.0,-4094,,1,1,0,1,0,0,Drivers,4.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,,0.0416159151206547,0.7136313997323308,0.0227,,0.9781,,,,0.1034,0.0417,,,,0.0183,,0.0208,0.0231,,0.9782,,,,0.1034,0.0417,,,,0.0191,,0.0221,0.0229,,0.9781,,,,0.1034,0.0417,,,,0.0186,,0.0213,,block of flats,0.0189,"Stone, brick",No,0.0,0.0,0.0,0.0,-202.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
233478,370433,1,Cash loans,F,N,N,0,126000.0,647046.0,17199.0,463500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.008575,-9806,-734,-345.0,-2228,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Self-employed,0.1320680659327687,0.4542574219907799,0.1317701325313814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
233493,370452,0,Cash loans,F,N,Y,0,112500.0,137520.0,6817.5,90000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.0060079999999999,-8913,-213,-4069.0,-1591,,1,1,0,1,0,0,Core staff,1.0,2,2,SUNDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.1695337694030244,0.3038535143885605,,0.1649,0.1033,0.9925,0.898,0.0284,0.16,0.1379,0.375,0.4167,0.0,0.1345,0.1704,0.0,0.0,0.1681,0.1072,0.9926,0.902,0.0287,0.1611,0.1379,0.375,0.4167,0.0,0.1469,0.1775,0.0,0.0,0.1665,0.1033,0.9925,0.8994,0.0286,0.16,0.1379,0.375,0.4167,0.0,0.1368,0.1735,0.0,0.0,reg oper account,block of flats,0.1496,Panel,No,0.0,0.0,0.0,0.0,-365.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
233683,370673,0,Cash loans,M,Y,Y,0,225000.0,835380.0,40320.0,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0228,-23601,365243,-3157.0,-4787,13.0,1,0,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,XNA,,0.3979716099830289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-419.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
233750,370754,0,Cash loans,M,Y,N,0,315000.0,1113840.0,47322.0,900000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-17148,-960,-7160.0,-690,19.0,1,1,0,1,0,0,Drivers,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Military,,0.2246541163930742,0.5567274263630174,0.0082,,0.9786,0.7076,0.015,0.0,0.069,0.0,,0.0149,0.0067,0.0084,0.0,0.0075,0.0084,,0.9786,0.7190000000000001,0.0151,0.0,0.069,0.0,,0.0153,0.0073,0.0087,0.0,0.0079,0.0083,,0.9786,0.7115,0.0151,0.0,0.069,0.0,,0.0152,0.0068,0.0085,0.0,0.0076,reg oper account,terraced house,0.0082,"Stone, brick",No,3.0,1.0,3.0,0.0,-1883.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
234046,371103,0,Cash loans,F,Y,Y,0,54000.0,331834.5,17073.0,252000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-16902,-2213,-360.0,-444,9.0,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,,0.6400809195138266,,0.0485,0.0754,0.9866,,0.0069,0.0,,0.0833,0.125,,0.0387,0.0522,0.0039,0.0093,0.0494,0.0782,0.9866,,0.0069,0.0,,0.0833,0.125,,0.0422,0.0544,0.0039,0.0098,0.0489,0.0754,0.9866,,0.0069,0.0,,0.0833,0.125,,0.0393,0.0532,0.0039,0.0095,reg oper account,block of flats,0.0469,"Stone, brick",No,7.0,0.0,7.0,0.0,-1851.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
234069,371129,0,Cash loans,F,Y,Y,1,292500.0,1078200.0,31653.0,900000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.010556,-13004,-1202,-3548.0,-5065,13.0,1,1,0,1,0,0,Accountants,3.0,3,3,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.5298910902406312,0.7169006236705892,0.172495466777331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-718.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
234329,371438,0,Cash loans,F,Y,Y,0,180000.0,604152.0,30847.5,540000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-15315,-2043,-3803.0,-5340,9.0,1,1,1,1,1,0,,2.0,2,2,FRIDAY,18,0,0,0,0,0,0,Industry: type 1,0.4190251256563499,0.2858978721410488,0.0005272652387098,0.2237,0.1564,0.9866,0.8164,0.1023,0.24,0.2069,0.3333,0.375,0.1623,0.1816,0.2224,0.0039,0.0,0.2279,0.1623,0.9866,0.8236,0.1032,0.2417,0.2069,0.3333,0.375,0.166,0.1983,0.2318,0.0039,0.0,0.2259,0.1564,0.9866,0.8189,0.1029,0.24,0.2069,0.3333,0.375,0.1651,0.1847,0.2264,0.0039,0.0,reg oper account,block of flats,0.2309,"Stone, brick",No,0.0,0.0,0.0,0.0,-1270.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
234345,371458,0,Cash loans,M,N,Y,1,225000.0,835380.0,42840.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-9312,-600,-3825.0,-1979,,1,1,0,1,0,0,Drivers,3.0,3,3,MONDAY,5,0,0,0,1,1,0,Agriculture,0.1196147920668966,0.1537155960982233,0.4902575124990026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
